Comment,Emotion,processed_comment,labeled_taget
i feel skeptical now,fear,feel skeptical,1
i cant help but feeling a little hesitant about my decision just because of the magnitude of the decision,fear,not help feel little hesitant decision magnitude decision,1
i feel very vulnerable about sharing things that i write but i hit the publish button anyway,fear,feel vulnerable share thing write hit publish button,1
i guess just like a porn star looking at a inch rubber dong i m feeling a bit hesitant about the whole thing,fear,guess like porn star look inch rubber dong m feel bit hesitant thing,1
i feel weird having to yank it down and readjust it at points,fear,feel weird have yank readjust point,1
i was also worried about the long trip because i had vomited the night before and as you may guess im not feeling well at all,joy,worried long trip vomit night guess m feel,2
i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,fear,like feeling make difference time reluctant change,1
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger,confess feel angry read negative review use boy basically victim blaming slut shame,0
i did feel a bit like i was being mircowaved which wasnt an entirely pleasant feeling,joy,feel bit like mircowave not entirely pleasant feeling,2
i feel was not acceptable and had this been better would of allowed me to meet the needs of some of the students in a more targeted way,joy,feel acceptable well allow meet need student targeted way,2
i feel so strange sitting here blogging away amp not having to study,fear,feel strange sitting blogge away amp have study,1
i feel so highly intimidated that i get flustered and cant form my words not even in english with her,fear,feel highly intimidate fluster not form word english,1
i feel like theyre perfect if youre too lazy to fix your hair,joy,feel like perfect lazy fix hair,2
i was actually feeling very distressed,fear,actually feel distressed,1
i repeat over and over in my life in which i try to take control in my life but it when it doesn t work i feel afraid that i have no control,fear,repeat life try control life doesn t work feel afraid control,1
i still have such a hard time writing my work down and when i do i feel its not perfect,joy,hard time write work feel perfect,2
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger,love projector old old smell displease old slightly musty early s feel like little episode mad man set watch,0
i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,joy,lose lot nesting homemaking instinct desire pregnant long m pregnant bad get month reprieve feel creative month mark ll notice post halloween,2
i feel so pretty and glamorous,joy,feel pretty glamorous,2
i feel like i should be hated and that everything that has happened to me is what i deserve,anger,feel like hate happen deserve,0
i want to come out about it but i feel so reluctant for some reason,fear,want come feel reluctant reason,1
im not feeling violent im feeling creative with weapons,anger,m feel violent m feel creative weapon,0
i would give up feeling fucked to feel neutral,anger,feeling fuck feel neutral,0
i could say that will make anyone feel better than actually reaching their goal themselves,joy,feel well actually reach goal,2
i say that i feel like im being tortured by him,anger,feel like m torture,0
i dont know where and when i can feel the thrill and im scared that im going to miss it,fear,not know feel thrill m scared m go miss,1
i cant help looking back on the child i was and feeling rather jealous but i am also delighted to be living in a time when a nine year old child in some parts of the world can read a thousand books a year if she he wishes and is able to,anger,not help look child feel jealous delighted live time year old child part world read thousand book year wish able,0
i feel like a savage when i eat meat but i wouldve eaten my own hand if i couldnt have some of that turkey,anger,feel like savage eat meat ve eat hand not turkey,0
i feel selfish but i think it s about time i was,anger,feel selfish think s time,0
im feeling awfully spiteful right now,anger,m feel awfully spiteful right,0
i got caught shoplifting a package of gummy bears,fear,get catch shoplift package gummy bear,1
i feel like pulling a paige from charmed just dont hurt me ok,joy,feel like pull paige charm not hurt ok,2
i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,joy,feel delighted acheivment surrounding unexpected event happen,2
i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,joy,say recent interview guest alcest album today feel glad reveal,2
i am feeling anxious that im not out watching this important game that im avoiding a bar because of an asshole who broke my heart and that im missing out meeting cute boys,fear,feel anxious m watch important game m avoid bar asshole break heart m miss meet cute boy,1
i can feel it and look with eager anticipation for what is to come,joy,feel look eager anticipation come,2
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger,touch piss janine appear totally forget birthday feel sarcastic comment card week,0
i wake up ill feel really really mad,anger,wake ill feel mad,0
i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger,not feel god damn selfish continue hurt time,0
i feel threatened by anyone i get this feeling that i want to kill someone,fear,feel threaten feeling want kill,1
i may or may not have cried when thanking them for making my children feel so special and loved,joy,cry thank make child feel special love,2
i feel so contented so fulfilled,joy,feel content fulfilled,2
i email authors about interviews i feel a little intimidated,fear,email author interview feel little intimidate,1
i am yelling at my kids at the drop of a hat for no reason possess no energy to do anything just feeling irritable and sad about everything,anger,yell kid drop hat reason possess energy feel irritable sad,0
i feel as though there has been some divine intervention on my behalf,joy,feel divine intervention behalf,2
i got the feeling that the person on the other end hated me,anger,get feeling person end hate,0
i just wanted the world to feel strange to me again,fear,want world feel strange,1
i can walk down another street and stop feeling helpless and hopeless,fear,walk street stop feel helpless hopeless,1
i feel like i should be suspicious of her but im just so happy to see her,fear,feel like suspicious m happy,1
i definitely have a ton to learn still and i feel so hopeful about this program,joy,definitely ton learn feel hopeful program,2
i feel hateful of everything suddenly,anger,feel hateful suddenly,0
i might also write a bit about science if im feeling particularly energetic,joy,write bit science m feel particularly energetic,2
i feel thrilled to be able to investigate my own personal mythology around this subject,joy,feel thrilled able investigate personal mythology subject,2
i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,fear,not want bad impression new co worker job lab simply feel insecure agitate time,1
i feel confident that we will be blessed with other children in the lords timing,joy,feel confident bless child lord time,2
i feel strange out of sorts and i wont resort to this again,fear,feel strange sort will not resort,1
i love comments so feel free,joy,love comment feel free,2
i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,fear,wish huge collective book club think conversation critical time people feel increasingly fearful unsettled disconnect,1
i feel rushed i make poor food choices and start to slide back towards bad habits,anger,feel rush poor food choice start slide bad habit,0
i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again,fear,break uncle radio player accidentally fear go cut go house play,1
i am feeling happy,joy,feel happy,2
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,anger,disgust way bus conductor throw old woman oiut minibus simply pay fare luggage,0
i feel very confident today on my front nine,joy,feel confident today,2
i have to go to a meeting and i m sleepy a lot of times i will fall asleep in that meeting or i will fight to stay awake and i feel like i m being tortured to stay awake,fear,meeting m sleepy lot time fall asleep meeting fight stay awake feel like m torture stay awake,1
i did on weekends was sleep and feel bitter about the world,anger,weekend sleep feel bitter world,0
i smoothly hand her a twenty feeling smug that they are both interested,joy,smoothly hand feeling smug interested,2
i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,fear,tend avoid news feel like doesn t add value life make fearful anxious slightly paranoid,1
i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,anger,not shake feeling offend hurt matter hard try conversation keep consume thought,0
i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear,feel hesitant share know experience personally offer hope amp eternal life,1
i alight in front of the hotel i can feel the bellmen s appreciative glances,joy,alight hotel feel bellman s appreciative glance,2
i feel too rushed,anger,feel rush,0
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger,feel rush prize give dilute event future prize giving rush timetable,0
a gigantic spider climbed over my face and what is more in my own flat,anger,gigantic spider climb face flat,0
i feel like its the perfect time to enlist some extra help,joy,feel like perfect time enlist extra help,2
i often find myself feeling assaulted by a multitude of sense impressions,fear,find feel assault multitude sense impression,1
i often feel fucked regardless,anger,feel fuck regardless,0
i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night,fear,feel ridiculously uncomfortable day rise temperature not help add wicked heartburn list thing keep night,1
i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,anger,go ahead shooting guy ask drink agree know ring try work thing angry feel stubborn,0
i feel selfish and spoiled,anger,feel selfish spoil,0
i feel fucked,anger,feel fuck,0
i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,joy,feel like garbage wonderful feel weak strong feel like failure succeed feel unworthy live dream end begin,2
i feel a creative mind brings more diversity and new thinking to any job,joy,feel creative mind bring diversity new thinking job,2
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger,ve take stop bleeding gut leave feel far irritable violent usual,0
i am being told i should feel satisfied because i am in good standing with the powers that be,joy,tell feel satisfied good standing power,2
i feel like i should see it through to the bitter end so thats what im going to do,anger,feel like bitter end s m go,0
i feel really joyful img src http s,joy,feel joyful img src http s,2
i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for,joy,feel bit confident here gorgeous pair cream amp lemon short recently purchase warehouse sale,2
i feel so lucky to live in portland land of delicious food,joy,feel lucky live portland land delicious food,2
i also always feel a little scared,fear,feel little scared,1
i always loved the blue angels and i feel so privileged and proud to be a blue angel burmeister said,joy,love blue angel feel privileged proud blue angel burmeister say,2
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,joy,know holy spirit work plus feel divine gooooood way like massage reassure,2
im still feeling quite lively,joy,m feel lively,2
im feeling nervous but since it wasnt sore to touch to stretch or to use the muscles i felt assured it was nothing and that it would pass,fear,m feel nervous not sore touch stretch use muscle feel assure pass,1
i feel charmed to see my harder plan and adherence appear to accomplishment now and in august if we will attempt for an olympic medal,joy,feel charm hard plan adherence appear accomplishment august attempt olympic medal,2
i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,fear,understand feel d bit vulnerable homeless london precise way,1
i could follow every twitch of thought and swell of feeling quiver through his tortured expression,anger,follow twitch thought swell feel quiver torture expression,0
im being challenged and feel valued all the time,joy,m challenge feel value time,2
i remember when this was all feels the most generous place for charitable donations in the uk is andover thats the last sodding time im having dinner here at the nuclear plant staff canteen,joy,remember feel generous place charitable donation uk andover s sodding time m have dinner nuclear plant staff canteen,2
im feeling cute and flirty and bright coloured lipsticks are for when im feeling bold etc,joy,m feel cute flirty bright coloured lipstick m feel bold etc,2
i feel like i am the only person who is not ecstatic to be here right now,joy,feel like person ecstatic right,2
i know thats not true but thats how i feel i get scared,fear,know s true s feel scared,1
i feel so overwhelmed my heart beats hard i m going as fast as i can and when my husband calls to see how i m doing i crack,fear,feel overwhelm heart beat hard m go fast husband call m crack,1
i believe in you moment we all feel til then it s one more skeptical song,fear,believe moment feel til s skeptical song,1
i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back,fear,know certain aspect personality attitude improve impression everything fine feel absolutely assault statement co worker complain,1
i did sleep last night however but woke up at am feeling splendid other than sniffles and itchy throat and just wasnt sure how i could be so awake,joy,sleep night wake feel splendid sniffle itchy throat not sure awake,2
im feeling shaky and feverish and mad,fear,m feel shaky feverish mad,1
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,joy,hope weatherman right forecast stay home not venture rain tomorrow feel kind creative,2
i feel a little suspicious,fear,feel little suspicious,1
im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,anger,m start buy happen reason bit god plan b c feel god love s way torture woman like ve torture deal w fertility issue,0
i feel kinda violent today,anger,feel kinda violent today,0
i am way behind with my work on the fantasy novel and i feel very frustrated,anger,way work fantasy novel feel frustrated,0
im also feelin a lil uptight and sucky lately and you know the reason,fear,m feelin lil uptight sucky lately know reason,1
i feel terribly like cassandra locking myself in attics and barns to write in beloved journals warmed by my ginger cat mine huckleberry and hers abelard,joy,feel terribly like cassandra lock attic barn write beloved journal warm ginger cat huckleberry abelard,2
i feel like i have an uncomfortable limit,fear,feel like uncomfortable limit,1
id never seen before because i had a feeling it would be way too violent for me and guess what i was right great acting impressive directing not a movie i ever want to see again some distractions were welcome,anger,d see feeling way violent guess right great act impressive direct movie want distraction welcome,0
i am feeling overwhelmed by god s grace,fear,feel overwhelmed god s grace,1
i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,anger,feel want need know need bleed fuck world,0
i didn t want to tell him because arun has these single line solutions to all my problems that leave me feeling extremely dissatisfied,anger,didn t want tell arun single line solution problem leave feel extremely dissatisfied,0
i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening,anger,soon choir deal feeling headache s killer way anger evening,0
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger,feel mad sad discourage marvelous lord jesus holy word god ignite soul hope move forward,0
i feel like i may be veering into some stereotypes pretty soon,joy,feel like veer stereotype pretty soon,2
i feel angry alone unwanted vexed irritable all the time,anger,feel angry unwanted vex irritable time,0
i am letting go of the animosity that is towards anyone that i feel has wronged me,anger,let animosity feel wrong,0
i mean its a good level on its own terms but everything before it was so well thought out and executed that doing constant mirror puzzles and topping it off with a crap final boss battle made the last level feel rushed in comparison though the last boss is bad no matter what way you slice it,anger,mean good level term think execute constant mirror puzzle top crap final boss battle level feel rush comparison boss bad matter way slice,0
i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels,joy,connected family love feel blessed find family connect different level,2
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,fear,m feel indecisive turn eighteen hey age come up down right,1
i found myself feeling inhibited and shushing her quite a lot,fear,find feel inhibited shush lot,1
i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,fear,actually answer pathetic fucking e mail s fucking easy andintrupte wonderful fucking day trad trash fuck slave feel feeling come bagan shiver shake fear,1
i feel that learning more about animals and the amazing things they can do just points to a wondrous creator,joy,feel learn animal amazing thing point wondrous creator,2
i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,joy,nameless mid s law school graduate find marginally attach awash sea overeducated underpaid indenture peer feel dupe promise well life debt modern chemistry,2
i feel like i ought to be working on casual activism but that construes something that is potentially stressful so there wont be any update tomorrow,joy,feel like ought work casual activism construe potentially stressful will not update tomorrow,2
i am i feel like it s important to keep on taking a critical look at ideas like these to make sure that they stay grounded in reality,joy,feel like s important take critical look idea like sure stay ground reality,2
i can breathe his scent the first time i will feel his embrace if only in a friendly hug in five years,joy,breathe scent time feel embrace friendly hug year,2
i just feel so appreciative,joy,feel appreciative,2
i instead feel restless,fear,instead feel restless,1
i feel annoyed by that girl,anger,feel annoyed girl,0
i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless,fear,find people raise issue come official address feel helpless,1
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear,feel unsure financial future thank stupid law point partly dependent js integrity reject jilt j take vow unsure little worried get passport ability,1
i feel afraid to have a voice and im just a guest,fear,feel afraid voice m guest,1
i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,fear,feeling scared know big change mind body spirit,1
i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road,anger,notice month ago d start feel resentful walk pedestrian crossing intention course cross road,0
i do not see but could feel that she is someone i am very reluctant to let go,fear,feel reluctant let,1
i feel like i m accomplishing something and when i feel passionate about life,joy,feel like m accomplish feel passionate life,2
i just feel so irritable which i guess is a classic symptom of depression,anger,feel irritable guess classic symptom depression,0
i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work,anger,feel little grumpy thinking need flip way m ready roll sleeve write list work,0
i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,joy,feel like m catch rat race live morally acceptable life actually serve live fire consume heart,2
ill be honest i feel almost as relieved now as i did when i first found out i was getting book published,joy,ill honest feel relieve find get book publish,2
i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,joy,feel whisper friendly voice start rise indulge heart content pay mind,2
i don t know how it works but asking for divine assistance certainly makes us feel more graceful even when our situation remains the same,joy,don t know work ask divine assistance certainly make feel graceful situation remain,2
i like to think i can handle a lot but when i feel like my cup runneth over i get irritable,anger,like think handle lot feel like cup runneth irritable,0
i feel like ive got a handle on trusting my instincts,joy,feel like ve get handle trust instinct,2
i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,anger,completely sure lot thing opinionated person opinion feel strongly stubborn come especially come politic,0
i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,fear,feel helpless able help feel well good encourage think positively mom,1
i just feel weird doing it but i want to make sure he feels loved in there,fear,feel weird want sure feel love,1
im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals,anger,m sure stuff andy feel annoyed mess chemical,0
i often feel so distressed and freaked out whenever my child gets sick,fear,feel distressed freak child get sick,1
i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,anger,walk slow pace browse booth long want dart shop main street feel rush,0
i cant hide my feeling when i feel so glad,joy,not hide feeling feel glad,2
i feel very happy and excited since i learned so many things,joy,feel happy excited learn thing,2
i was feeling quite casual that day,joy,feel casual day,2
i feel this way i know it has a reputation for a student population eager to join this culture but somehow i doubt its just northwestern,joy,feel way know reputation student population eager join culture doubt northwestern,2
i will review the film after this blog entry but for now as i have david sitting here in my garden feeling slightly smug after just discovering his film had been shortlisted for best film out of entries,joy,review film blog entry david sit garden feeling slightly smug discover film shortlist good film entry,2
i feel that i annoy everyone much too much when im obnoxious and yeah,anger,feel annoy m obnoxious yeah,0
i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,fear,smoker year quit week ago right finish book not believe free feel know quit terrify life cigarette,1
i have to admit i am feeling a bit intimidated by the challenge of,fear,admit feel bit intimidate challenge,1
i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,anger,kind angel mean devil use harsh word feel irritated,0
i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album,anger,like listening session real feel s lot distortion song agitate bit cause little research creative force unusual album,0
i mane is feeling generous and releases his new lp diary of a trap god for free,joy,mane feel generous release new lp diary trap god free,2
i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,joy,don t necessarily think f bomb sex necessary story feel reassure print journal,2
i feel about femme fatale except its not cute anymore now that its pretty obvious that britneys not in control of her life that shes so burnt out and yet i get the impression shes almost forced into this career to the point that she just cant or wont deliver anymore,joy,feel femme fatale cute anymore pretty obvious britney control life s burn impression s force career point not will not deliver anymore,2
i spent the following months in a drug induced haze incapable of thought or feeling but it wasn t anything as glamorous,joy,spend follow month drug induce haze incapable thought feeling wasn t glamorous,2
i feel like the helpless duckie target for the commies and feds while at other times i want to run and hide,fear,feel like helpless duckie target commie feds time want run hide,1
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,fear,sleep room wake middle night think hear noise shadow move feel house,1
ive had a few moments the past couple of days were i feel so restless like i need to be moving around constantly,fear,ve moment past couple day feel restless like need move constantly,1
i feel agitated and the result is not pleasant the opposite of calm and peaceful,anger,feel agitated result pleasant opposite calm peaceful,0
i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,fear,feeling not want talk m hesitant,1
i do not feel like i am intelligent enough to be a teacher,joy,feel like intelligent teacher,2
i told him that if he touched me with a needle i would punch him feeling a little hostile in the midst of my pain,anger,tell touch needle punch feel little hostile midst pain,0
i feel so rude i thought as i dialed my house,anger,feel rude think dial house,0
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,anger,m sure lose feel like hostile hate feel,0
i would just outright tell you what the girl book is about but i feel like you guys are so smart and so clever youve probably already formed some sort of idea of the themes and ideas this book is wrapped around,joy,outright tell girl book feel like guy smart clever ve probably form sort idea theme idea book wrap,2
at school,anger,school,0
i like this so much but i feel like somehow this will be a term that becomes more popular in the future,joy,like feel like term popular future,2
ive heard it so many times already im already feeling skeptical of whatever they say,fear,ve hear time m feel skeptical,1
im thankful for it and the parents because they are understanding and make me feel less wimpy,fear,m thankful parent understand feel wimpy,1
i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses,fear,feel paranoid m go to cut hour frequency wear contact lense,1
i sing as one who feels contented with a comfortable life and comfortable christmas that includes general happiness about eternity,joy,sing feels content comfortable life comfortable christmas include general happiness eternity,2
i was feeling playful so i danced around the place,joy,feel playful dance place,2
i feel like i have been a little distracted lately,anger,feel like little distracted lately,0
i just cant help it from feeling so insecure,fear,not help feel insecure,1
i was feeling adventurous and took the stairs,joy,feel adventurous take stair,2
i know i can do it and in fact that i will but i feel terrified that the stories won t be as good as they could be and that any readers that i can actually convince to buy the book will read it and hate it and never want to read anything by me again,fear,know fact feel terrified story win t good reader actually convince buy book read hate want read,1
i feel assured the world around me seems brighter,joy,feel assure world bright,2
ive ever worked on and i feel very privileged to work with such an amazing team,joy,ve work feel privileged work amazing team,2
i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up,joy,feel like socially acceptable allow traditional view throw bus fight ll offend stand,2
i feel but is ultimately just ok,joy,feel ultimately ok,2
i dont have minutes to post something but because i feel like theres nothing worthwhile to write or anything that would slightly appeal to anyone who might read this,joy,not minute post feel like s worthwhile write slightly appeal read,2
i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear,realize let mind race start feel restless desire smoke,1
im feeling very petty right now,anger,m feel petty right,0
i woke up on a beautiful sunday morning feeling restless and miserable,fear,wake beautiful sunday morning feel restless miserable,1
im feeling generous again here it is in its entirety for free consumption,joy,m feel generous entirety free consumption,2
i feel this distraught i am thankful that the weather is improving so much,fear,feel distraught thankful weather improve,1
im still feeling a bit shaken up,fear,m feel bit shake,1
i was feeling like garbage all day allergies but im glad i didnt last minute cancel,joy,feel like garbage day allergy m glad not minute cancel,2
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger,feel bit stress feel like m suppose time read,0
i drank a cup of coffee i feel all nervous and weird now,fear,drink cup coffee feel nervous weird,1
i like to pray a decade whenever im feeling stressed or scared,anger,like pray decade m feel stressed scared,0
i decided to try the zipline in picnic grove since we are feeling a bit of adventurous that day,joy,decide try zipline picnic grove feel bit adventurous day,2
im feeling selfish enough to start this lovely scarf for myself,anger,m feel selfish start lovely scarf,0
i was still feeling a bit unsure a bit not convinced still a bit frustrated,fear,feel bit unsure bit convince bit frustrated,1
i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,joy,feel combination slightly superior sit virtual event ll feel s day office,2
i still feel vulnerable around him,fear,feel vulnerable,1
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear,say m page book feel torture feel pain character,1
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger,feeling berate feel dissatisfied,0
i feel like the fans see the girls as wimpy and not as good as the guys,fear,feel like fan girl wimpy good guy,1
i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen,anger,come review m entirely sure leave feel somewhat dissatisfied bit brasse not happen,0
i feel im pretty spot on in this instance but im just guessing,joy,feel m pretty spot instance m guess,2
i feel so pissed of for the fact that i am not that talented and creative as many others designers are,anger,feel pissed fact talented creative designer,0
i will feel a bit of insecure,fear,feel bit insecure,1
i feel clearer more joyful and alive,joy,feel clear joyful alive,2
i sit here tonight i feel anxious,fear,sit tonight feel anxious,1
i feel petrified about his future,fear,feel petrified future,1
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,joy,feel super excited week fly get close close date,2
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting,anger,m feel distracted likewise attract thing let know thing not let wait,0
i am aware of a level of unrest and feeling uncertain and i will sit with it for now,fear,aware level unrest feel uncertain sit,1
i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner,fear,feel apprehensive week probably likely unavoidably shortcoming runner,1
i feel afraid to live alone living far from them,fear,feel afraid live live far,1
i feel truly successful that brooklyn has been able to latch on and has had no problem going from breast to bottle and back again without skipping a beat,joy,feel truly successful brooklyn able latch problem go breast bottle skip beat,2
i was feeling pretty grumpy at this point but for whatever reason seeing this flower made me very happy,anger,feel pretty grumpy point reason see flower happy,0
i just couldnt fall asleep feeling scared,fear,not fall asleep feeling scared,1
i woke up on the sofa feeling extremely agitated around pm,fear,wake sofa feeling extremely agitated pm,1
i am beginning to feel startled by how little of last week i remember,fear,begin feel startled little week remember,1
i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,joy,feel progress society fearless incrementally throw away seemingly rigid boundary like paranoia security s belonging href http www,2
i feel offended by those books in which they take you for an idiot thats a tv reality attitude,anger,feel offend book idiot s tv reality attitude,0
i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way,anger,start feel angry need actually stop figure m feel deal life balanced way,0
im feeling quite excited because i get to introduce you to my newest fabulous sponsor,joy,m feel excited introduce new fabulous sponsor,2
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger,upset go away understand feel will not greedy pester,0
im feeling so angry because that was just wasted work from her side,anger,m feel angry waste work,0
i was feeling impatient and took pills,anger,feel impatient take pill,0
i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years,anger,long feel effect ibs irritable bowel syndrome suffer year,0
i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,joy,feel law state suggestion optimistic beneficial employee specially wish rapidly ramadan say,2
i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,joy,feel like life rich fulfil know people look way live feel misplaced pity,2
i was just feeling terrified terrified of the people around me and the situation it involves,fear,feel terrified terrify people situation involve,1
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,fear,stand crowd talk recent addition crowd feel little shaky hihi training skill need maintain constant well,1
i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,anger,grapple guilt relative friend usually communicate feel like ignore feel selfish post burlesque blog update like photo link,0
i feel like hes too carefree to be as serious as i want him,joy,feel like s carefree want,2
i am feeling extremely contented with our decision to home educate,joy,feel extremely content decision home educate,2
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,anger,not know cheat look like cause know year appear life time make feel mad,0
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,joy,want feel value appreciate know people love not go nature relationship change,2
i have always loved my jobs and loved to work and i truly feel like being back there with my patients and co workers will do me a lot of good even if it is only for a few weeks,joy,love job love work truly feel like patient co worker lot good week,2
i understand that you may feel that it is very rude that i keep destroying your house with my face,anger,understand feel rude destroy house face,0
i read which i feel i didn t need to read makes me a little grumpy,anger,read feel didn t need read make little grumpy,0
i feel honoured to become a journalist on his blog dedicated to this amazing song contest which is eurovision,joy,feel honoured journalist blog dedicate amazing song contest eurovision,2
i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger,guess ve hear month time hear comment honestly feel offended,0
i no longer have summer vacation like when i was in school summer still has a feeling of relaxation and being carefree,joy,long summer vacation like school summer feeling relaxation carefree,2
